Loinc Long Common Name	Score	Candidate HPO Class URI	Candidate HPO Class Label	Candidate HPO Class Definition
Eastern equine encephalitis virus IgM Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/HP_0030493	Abnormality of foveal pigmentation	An anomaly of the pigmentation in the fovea centralis.
Eastern equine encephalitis virus IgM Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/HP_0001107	Ocular albinism	An abnormal reduction in the amount of pigmentation (reduced or absent) of the iris and retina.
Eastern equine encephalitis virus IgM Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/HP_0011125	Abnormality of dermal melanosomes	An abnormality of the melanosomes, i.e., of the cellular organelles in which melanin pigments are synthesized and stored within melanocytes (the cells that produce pigment in the dermis).
Eastern equine encephalitis virus IgM Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/HP_0030383	Abnormal marginal zone B cell count	A deviation from normal of the count in the circulation of marginal zone B cells (CD19+/CD27+/IgM+/IgD+).
Eastern equine encephalitis virus IgM Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/HP_0100016	Abnormality of mesentery morphology	Folds of membranous tissue (peritoneum, mesothelium) attached to the wall of the abdomen and enclosing viscera. Examples include the mesentery for the small intestine; the transverse mesocolon, which attaches the transverse portion of the colon to the back wall of the abdomen; and the mesosigmoid, which enfolds the sigmoid portion of the colon. Cells of the same embryologic origin also surround the other organs of the body such as the lungs (pleura) or the heart (pericardium).
Saint Louis encephalitis virus IgG Ab [Units/volume] in Cerebral spinal fluid	Too many (20) classes are found. List top 15 only
Saint Louis encephalitis virus IgG Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/NCIT_C7440	Papilloma	A benign epithelial neoplasm that projects above the surrounding epithelial surface and consists of villous or arborescent outgrowths of fibrovascular stroma.
Saint Louis encephalitis virus IgG Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/HP_0002183	Phonophobia	An abnormally heightened sensitivity to loud sounds.
Saint Louis encephalitis virus IgG Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/HP_0011519	Anomalous trichromacy	Individuals with anomalous trichromacy possess three types of cones, but one of the three types of cones has an abnormal spectral sensitivity compared to normal cones.
Saint Louis encephalitis virus IgG Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/HP_0011520	Deuteranomaly	A type of anomalous trichromacy associated with abnormal M photopigment, such that the absorption spectrum is shifted toward L wavelengths. Affected individuals have difficulties distinguishing between red and green.
Saint Louis encephalitis virus IgG Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/HP_0030637	Cone dysfunction syndrome	Retinal phenotype characterised by cone photoreceptor dysfunction and preserved rod system. The abnormality is typically stationary or very slowly progressive and findings may include reduced central vision, colour vision abnormalities, nystagmus and photophobia.
Saint Louis encephalitis virus IgG Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/HP_0011564	Mitral valve arcade	Anomalous mitral valve arcade is diagnosed based on the following features (1) An adequately sized mitral valve orifice; (2) short, thick, and poorly differentiated chordae with direct union of the papillary muscles to the anterior leaflet; (3) narrow or nearly nonexistent spaces between the abnormal chordae; and (4) greater differentiation of the chordae attached to the posterior papillary muscle.
Saint Louis encephalitis virus IgG Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/HP_0008629	Pulsatile tinnitus	Pulsatile tinnitus is generally classified a kind of objective tinnitus, meaning that it is not only audible to the patient but also to the examiner on auscultation of the auditory canal and/or of surrounding structures with use of an auscultation tube or stethoscope. Usually, pulsatile tinnitus is heard as a lower pitched thumping or booming, a rougher blowing sound which is coincidental with respiration, or as a clicking, higher pitched rhythmic sensation. Pulsatile tinnitus may be associated with vascular abnormalities such as arterioevenous shunts or glomus tumors or the jugular vein, arterial bruits related to a high-riding carotid artery (close to the auditory areas) or carotid stenosis, or venous abnormalities such as a dehiscent jugular bulb or to hypertension. Finally, in some patients, mechanical abnormalities such a spatulous eustachian tubes, palatomyoclonus (small spasms of muscles in the soft palate area), or idiopathic stapedial muscle spasm may represent the underlying cause of pulsatile tinnitus.
Saint Louis encephalitis virus IgG Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/HP_0012060	Acral lentiginous melanoma	A type of cutaneous melanoma localized to the palm, sole, or beneath the nail (subungual melanoma). Acral lentiginous melanoma starts as a slowly-enlarging flat patch of discoloured skin and usually displays a size above 6 mm and often several centimetres or more in diameter upon diagnosis and variable pigmentation with a mixutre of colors including brown, and blue-grey, black and red. The surface of the lesion is initially smooth but later in the course may become thicker and irregular, and may ulcerate or bleed.
Saint Louis encephalitis virus IgG Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/HP_0031337	Abnormal cardiomyocyte connexin43 staining	Anomalous staining of Connexin43 in cardiomyocytes. Connexin43 (Cx43) is the primary gap junction protein in the working myocardium. Cx43 exhibits increased localization at the lateral membranes of cardiomyocytes in a variety of heart diseases.
Saint Louis encephalitis virus IgG Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/HP_0005160	Total anomalous pulmonary venous return	Total anomalous pulmonary venous return refers to a congenital malformation in which all four pulmonary veins do not connect normally to the left atrium, but instead drain abnormally to the right atrium.
Saint Louis encephalitis virus IgG Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/HP_0010773	Partial anomalous pulmonary venous return	A form of anomalous pulmonary venous return in which not all pulmonary veins drain abnormally. Partial anomalous pulmonary venous return frequently involves one or both of the veins from one lung.
Saint Louis encephalitis virus IgG Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/HP_0031075	Abnormal response to insulin tolerance test	An anomalous response to the insulin tolerance test (ITT), in which insulin is administered intravenously and blood glucose and potentially other compounds are measred at intervals. Insulin administration is intended to induce extreme hypoglycemia (bloodgluoce below 40 mg/dl), which in turn induces release of adrenocorticotropic hormone (ACTH) and growth hormone (GH). ACTH induces the adrenal gland to release cortisol, which together with GH opposes the action of insulin on the blood glucose level.
Saint Louis encephalitis virus IgG Ab [Units/volume] in Cerebral spinal fluid	62	http://purl.obolibrary.org/obo/HP_0025035	Abnormal proerythroblast morphology@en	Anomalous form of the proerythroblast, i.e., the immature, nucleated erythrocyte occupying the stage of erythropoeisis that follows formation of erythroid progenitor cells. This cell is CD71-positive, has both a nucleus and a nucleolus, and lacks hematopoeitic lineage markers.
Saint Louis encephalitis virus IgG Ab [Units/volume] in Cerebral spinal fluid	56	http://purl.obolibrary.org/obo/NCIT_C36207	Digestive System Adenoma	A sporadic or less frequently familial neoplasm, arising from the glandular epithelium of the stomach, small intestine, biliary tract, colon, and rectum.  It is a polypoid or flat circumscribed lesion.  Morphologically, it is characterized by a proliferation of neoplastic glandular cells and it is associated with dysplasia.  According to the growth pattern, it may be classified as tubular, villous, or tubulovillous.  The dysplasia is classified as mild, moderate, or severe.  The frequency of malignant transformation depends on the size of the lesion and the degree of dysplasia.  Larger adenomas with severe dysplastic changes (sometimes called carcinoma in situ) carry a higher risk of progressing to invasive adenocarcinoma. Gastrointestinal adenomas may present as solitary or multifocal lesions.  Familial adenomas tend to be multifocal and carry a higher risk of malignant transformation.
Saint Louis encephalitis virus IgG Ab [Units/volume] in Cerebral spinal fluid	56	http://purl.obolibrary.org/obo/HP_0200039	Pustule	A small elevation of the skin containing cloudy or purulent material usually consisting of necrotic inflammatory cells.
Angiotensin converting enzyme [Enzymatic activity/volume] in Cerebral spinal fluid	60	http://purl.obolibrary.org/obo/HP_0000847	Abnormality of renin-angiotensin system	An abnormality of the renin-angiotensin system.
Angiotensin converting enzyme [Enzymatic activity/volume] in Cerebral spinal fluid	60	http://purl.obolibrary.org/obo/HP_0000841	Hyperactive renin-angiotensin system	An abnormally increased activity of the renin-angiotensin system, causing hypertension by a combination of volume excess and vasoconstrictor mechanisms.
Glutarylcarnitine (C5-DC) [Moles/volume] in Serum or Plasma	84	http://purl.obolibrary.org/obo/HP_0045063	Increased PIVKA-II	Des-gamma carboxyprothrombin (DCP) or pro-thrombin induced by vitamin K absence-II (PIVKA-II) is an abnormal prothrombin protein that is increased in the serum of patients with HCC. Generation of DCP is thought to be a result of an acquired defect in the post- translational carboxylation of the prothrombin precursor in malignant cells.
Glutarylcarnitine (C5-DC) [Moles/volume] in Serum or Plasma	64	http://purl.obolibrary.org/obo/HP_0001644	Dilated cardiomyopathy	Dilated cardiomyopathy (DCM) is defined by the presence of left ventricular dilatation and left ventricular systolic dysfunction in the absence of abnormal loading conditions (hypertension, valve disease) or coronary artery disease sufficient to cause global systolic impairment. Right ventricular dilation and dysfunction may be present but are not necessary for the diagnosis.
Band form neutrophils/100 leukocytes in Blood by Manual count	64	http://purl.obolibrary.org/obo/HP_0031513	Luse bodies	Fusiform collagen fibers with abnormally long spacing (exceeding 100 nm) between electron-dense bands.
Band form neutrophils/100 leukocytes in Blood by Manual count	64	http://purl.obolibrary.org/obo/HP_0100036	Pseudo-fractures	A band of bone material of decreased density forming alongside the surface of the cortical bone with thickening of the periosteum. Callus formation in the affected area is common and gives the appearance of a false fracture.
Band form neutrophils/100 leukocytes in Blood by Manual count	64	http://purl.obolibrary.org/obo/HP_0031534	Passive dorsiflexion of the 5th finger more than 90 degrees	An abnormally increased ability to bend (dorsiflex) one's fifth finger. To assess this feature, the examiner requests to proband to extend the elbows,to bend the wrist back so that it forms a ninety degree angle to the forearm, and to extend the fingers. Then, the proband is requested to bend the fifth finger back as far as is possible without discomfort. If the angle of the fifth finger exceeds 90 degrees, this is considered to be abnormal.
Band form neutrophils/100 leukocytes in Blood by Manual count	57	http://purl.obolibrary.org/obo/HP_0000585	Band keratopathy	An abnormality of the cornea characterized by the deposition of calcium in a band across the central cornea, leading to decreased vision, foreign body sensation, and ocular irritation.
Band form neutrophils/100 leukocytes in Blood by Manual count	57	http://purl.obolibrary.org/obo/HP_0009755	Ankyloblepharon	Partial fusion of the upper and lower eyelid margins by single or multiple bands of tissue.
Band form neutrophils/100 leukocytes in Blood by Manual count	57	http://purl.obolibrary.org/obo/HP_0001065	Striae distensae	Thinned, erythematous, depressed bands of atrophic skin. Initially, striae appear as flattened and thinned, pinkish linear regions of the skin. Striae tend to enlarge in length and become reddish or purplish. Later, striae tend to appear as white, depressed bands that are parallel to the lines of skin tension. Striae distensae occur most often in areas that have been subject to distension such as the lower back, buttocks, thighs, breast, abdomen, and shoulders.
Band form neutrophils/100 leukocytes in Blood by Manual count	57	http://purl.obolibrary.org/obo/HP_0010285	Oral synechia	Fibrous band between the mucosal surfaces of the upper and lower alveolar ridges.
Band form neutrophils/100 leukocytes in Blood by Manual count	57	http://purl.obolibrary.org/obo/HP_0005092	Streaky metaphyseal sclerosis	The presence of streaks (bands) of abnormally increased density of metaphyseal bone.
West Nile virus IgG Ab [Presence] in Cerebral spinal fluid	64	http://purl.obolibrary.org/obo/HP_0012366	Basilar invagination	Projection of the tip of the dens more than 5 mm above a line joining the hard palate to the posterior lip of the foramen magnum (Chamberlain's line) or the tip of the dens is greater than 7 mm above McGregor's line (the back of the hard palate to the lowest point of the occipital squama).
West Nile virus IgG Ab [Presence] in Cerebral spinal fluid	57	http://purl.obolibrary.org/obo/HP_0009907	Attached earlobe	Attachment of the lobe to the side of the face at the lowest point of the lobe without curving upward.
West Nile virus IgG Ab [Presence] in Cerebral spinal fluid	57	http://purl.obolibrary.org/obo/HP_0030121	Reduced muscle fiber calpain-3	Western blot reveals reduced calpain-3 protein in the muscle biopsy tissue.
West Nile virus IgG Ab [Presence] in Cerebral spinal fluid	57	http://purl.obolibrary.org/obo/HP_0003758	Reduced subcutaneous adipose tissue	A reduced amount of fat tissue in the lowest layer of the integument. This feature can be appreciated by a reduced skinfold thickness.
West Nile virus IgG Ab [Presence] in Cerebral spinal fluid	57	http://purl.obolibrary.org/obo/HP_0030124	Reduced muscle fiber lamin A/C	A decreased amount of lamin A/C in muscle tissue. This feature can be shown by immunohistochemistry of Western blotting of muscle tissue.
Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma	Too many (531) classes are found. List top 15 only
Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/CL_0000989	CD11c-low plasmacytoid dendritic cell	
Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/UBERON_0004261	lower leg blood vessel	
Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/UBERON_0004259	lower arm blood vessel	
Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0003333	Increased serum beta-hexosaminidase	
Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0005369	Decreased serum complement factor H	
Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0045045	Elevated plasma acylcarnitine levels	
Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0040081	Abnormal levels of creatine kinase in blood	
Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0005356	Decreased serum complement factor I	
Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0002632	Low-to-normal blood pressure	
Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0030354	Abnormal serum interferon level	
Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0045044	Decreased serum complement C4b	
Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0040133	Abnormal serum ferritin	
Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0030355	Abnormal serum interferon-gamma level	
Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0005421	Decreased serum complement C3	
Dodecanoylcarnitine (C12) [Moles/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0040303	Decreased serum iron	
Ascorbate [Presence] in Urine	No HPO classes are found
 Benzodiazepines [Mass/volume] in Urine by Confirmatory method	No HPO classes are found
 Vanillylmandelate [Mass/time] in 24 hour Urine	No HPO classes are found
 Benzoylecgonine [Mass/volume] in Urine by Confirmatory method	No HPO classes are found
 von Willebrand factor (vWf) cleaving protease inhibitor [Units/volume] in Platelet poor plasma	68	http://purl.obolibrary.org/obo/HP_0030130	Impaired von Willibrand factor collagen binding activity	Reduced ability of von Willibrand factor (vWF) to bind collagen. Abnormal response to collagen as manifested by reduced or lacking ability of plasma von WIllebrand Factor to bind collagen. An ELISA-based assay is typically used; the test is sensitive to loss of von Willebrand Factor high molecular weight multimers.
von Willebrand factor (vWf) cleaving protease inhibitor [Units/volume] in Platelet poor plasma	65	http://purl.obolibrary.org/obo/HP_0030131	Abnormal von Willebrand factor multimer distribution	Deviation from the normal von Willebrand factor multimer pattern.
von Willebrand factor (vWf) cleaving protease inhibitor [Units/volume] in Platelet poor plasma	65	http://purl.obolibrary.org/obo/HP_0030133	Abnormal presence of ultra-large von Willebrand factor multimers	Detection of abnormal ultra-large von Willebrand factor multimers.
von Willebrand factor (vWf) cleaving protease inhibitor [Units/volume] in Platelet poor plasma	65	http://purl.obolibrary.org/obo/HP_0012146	Abnormality of von Willebrand factor	Decreased quantity or activity of von Willebrand factor. Von Willebrand factor mediates the adhesion of platelets to the collagen exposed on endothelial cell surfaces.
von Willebrand factor (vWf) cleaving protease inhibitor [Units/volume] in Platelet poor plasma	65	http://purl.obolibrary.org/obo/HP_0008330	Reduced von Willebrand factor activity	Decreased activity of von Willebrand factor. Von Willebrand factor mediates the adhesion of platelets to the collagen exposed on endothelial cell surfaces.
von Willebrand factor (vWf) cleaving protease inhibitor [Units/volume] in Platelet poor plasma	65	http://purl.obolibrary.org/obo/HP_0040225	Decrease in high molecular weight von Willebrand factor Multimers	A decrease in high molecular weight von Willebrand factor multimers.
von Willebrand factor (vWf) cleaving protease inhibitor [Units/volume] in Platelet poor plasma	65	http://purl.obolibrary.org/obo/HP_0012147	Reduced quantity of Von Willebrand factor	Decreased quantity of von Willebrand factor.
Topiramate [Mass/volume] in Serum or Plasma	No HPO classes are found
 Voriconazole [Mass/volume] in Serum or Plasma	No HPO classes are found
 Cystathionine [Moles/volume] in Serum or Plasma	100	http://purl.obolibrary.org/obo/HP_0003286	Cystathioninemia	An increased concentration of cystathionine in the blood.
Cystathionine [Moles/volume] in Serum or Plasma	80	http://purl.obolibrary.org/obo/HP_0003153	Cystathioninuria	An elevated urinary concentration of cystathionine.
Alpha hydroxyalprazolam [Mass/volume] in Urine by Confirmatory method	85	http://purl.obolibrary.org/obo/HP_0012401	Abnormal urine alpha-ketoglutarate concentration	A deviation from normal of the concentration of 2-oxoglutaric acid in the urine.
Alpha hydroxyalprazolam [Mass/volume] in Urine by Confirmatory method	85	http://purl.obolibrary.org/obo/HP_0012403	Decreased urine alpha-ketoglutarate concentration	A lower than normal concentration of 2-oxoglutaric acid in the urine.
Alpha hydroxyalprazolam [Mass/volume] in Urine by Confirmatory method	85	http://purl.obolibrary.org/obo/HP_0012402	Increased urine alpha-ketoglutarate concentration	A greater than normal concentration of 2-oxoglutaric acid in the urine.
Alpha hydroxyalprazolam [Mass/volume] in Urine by Confirmatory method	85	http://purl.obolibrary.org/obo/HP_0008341	Distal renal tubular acidosis	A type of renal tubular acidosis characterized by a failure of acid secretion by the alpha intercalated cells of the cortical collecting duct of the distal nephron. The urine cannot be acidified below a pH of 5.3, associated with acidemia and hypokalemia.
Phenobarbital [Presence] in Urine	No HPO classes are found
 Polio virus 1 Ab [Units/volume] in Serum	Too many (252) classes are found. List top 15 only
Polio virus 1 Ab [Units/volume] in Serum	85	http://purl.obolibrary.org/obo/HP_0040081	Abnormal levels of creatine kinase in blood	
Polio virus 1 Ab [Units/volume] in Serum	85	http://purl.obolibrary.org/obo/HP_0030354	Abnormal serum interferon level	
Polio virus 1 Ab [Units/volume] in Serum	85	http://purl.obolibrary.org/obo/HP_0040133	Abnormal serum ferritin	
Polio virus 1 Ab [Units/volume] in Serum	85	http://purl.obolibrary.org/obo/HP_0030355	Abnormal serum interferon-gamma level	
Polio virus 1 Ab [Units/volume] in Serum	85	http://purl.obolibrary.org/obo/HP_0011403	Abnormal umbilical cord blood vessels	
Polio virus 1 Ab [Units/volume] in Serum	85	http://purl.obolibrary.org/obo/HP_0040087	Abnormality of folate in blood	
Polio virus 1 Ab [Units/volume] in Serum	85	http://purl.obolibrary.org/obo/HP_0040130	Abnormal serum iron	
Polio virus 1 Ab [Units/volume] in Serum	85	http://purl.obolibrary.org/obo/HP_0040077	Abnormal concentration of calcium in blood	
Polio virus 1 Ab [Units/volume] in Serum	85	http://purl.obolibrary.org/obo/MPATH_119	hemorrhage and non-specified extravasation	Abnormal release of whole blood or the cellular component from the circulation.
Polio virus 1 Ab [Units/volume] in Serum	85	http://purl.obolibrary.org/obo/NCIT_C3099	Hepatocellular Carcinoma	A malignant tumor that arises from hepatocytes. Hepatocellular carcinoma is relatively rare in the United States but very common in all African countries south of the Sahara and in Southeast Asia. Most cases are seen in patients over the age of 50 years, but this tumor can also occur in younger individuals and even in children. Hepatocellular carcinoma is more common in males than females and is associated with hepatitis B, hepatitis C, chronic alcohol abuse and cirrhosis. Serum elevation of alpha-fetoprotein occurs in a large percentage of patients with hepatocellular carcinoma. Grossly, hepatocellular carcinoma may present as a single mass, as multiple nodules, or as diffuse liver involvement. Microscopically, there is a wide range of differentiation from tumor to tumor (well differentiated to poorly differentiated tumors). Hepatocellular carcinomas quickly metastasize to regional lymph nodes and lung. The overall median survival of untreated liver cell carcinoma is about 4 months. The most effective treatment of hepatocellular carcinoma is complete resection of the tumor. Lately, an increasing number of tumors have been treated with liver transplantation.
Polio virus 1 Ab [Units/volume] in Serum	85	http://purl.obolibrary.org/obo/HP_0030875	Abnormality of pulmonary circulation	A functional anomaly of that portion of the cardiosvascular system that carries deoxygenated blood from the heart to the lungs and rturns oxygenated blood back to the heart.
Polio virus 1 Ab [Units/volume] in Serum	85	http://purl.obolibrary.org/obo/HP_0030402	Abnormal platelet aggregation	An abnormality in the rate and degree to which platelets aggregate after the addition of an agonist that stimulates platelet clumping. Platelet aggregation is measured using aggregometer to measure the optical density of platelet-rich plasma, whereby platelet aggregation causes the plasma to become more transparent.
Polio virus 1 Ab [Units/volume] in Serum	85	http://purl.obolibrary.org/obo/HP_0031219	Reduced radioactive iodine uptake	A decreased amount of uptake on the radioactive iodine uptake (RAIU) test, which utilizes a radioisotope of iodine to measure how much iodine the thyroid gland absorbs from the blood. The radioactive marker is measured 4-6 hours and in some cases also 24 hours afteradministration of the radioactive marker.
Polio virus 1 Ab [Units/volume] in Serum	85	http://purl.obolibrary.org/obo/HP_0010684	Low alkaline phosphatase of bone origin	An abnormally reduced level of bone isoforms of alkaline phosphatase, tissue-nonspecific isozyme in the blood.
Polio virus 1 Ab [Units/volume] in Serum	85	http://purl.obolibrary.org/obo/HP_0003472	Hypocalcemic tetany	Hyperexcitability of the neuromuscular system related to abnormally low level of calcium in the blood, resulting in carpopedal or generalized spasms.
Creatinine renal clearance/1.73 sq M in 24 hour	71	http://purl.obolibrary.org/obo/HP_0003513	Reduced ratio of renal calcium clearance to creatinine clearance	A reduction of the ratio of renal calcium clearance to creatinine clearance to below 0.01.
Creatinine renal clearance/1.73 sq M in 24 hour	64	http://purl.obolibrary.org/obo/HP_0001919	Acute kidney injury	Sudden loss of renal function, as manifested by decreased urine production, and a rise in serum creatinine or blood urea nitrogen concentration (azotemia).
Creatinine renal clearance/1.73 sq M in 24 hour	57	http://purl.obolibrary.org/obo/HP_0003259	Elevated serum creatinine	An increased amount of creatinine in the blood.
Creatinine renal clearance/1.73 sq M in 24 hour	57	http://purl.obolibrary.org/obo/HP_0012100	Abnormal circulating creatinine level	An abnormal concentration of creatinine in the blood.
Creatinine renal clearance/1.73 sq M in 24 hour	57	http://purl.obolibrary.org/obo/HP_0003774	Stage 5 chronic kidney disease	A degree of kidney failure severe enough to require dialysis or kidney transplantation for survival characterized by a severe reduction in glomerular filtration rate (less than 15 ml/min/1.73 m2) and other manifestations including increased serum creatinine.
Creatinine renal clearance/1.73 sq M in 24 hour	57	http://purl.obolibrary.org/obo/HP_0012101	Decreased serum creatinine	An abnormally reduced amount of creatinine in the blood.
Beta 2 glycoprotein 1 IgA Ab [Units/volume] in Serum	71	http://purl.obolibrary.org/obo/HP_0003655	Reduced activity of N-acetylglucosaminyltransferase II	An abnormality of glycoprotein metabolism related to a decreased rate of alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity.
Beta 2 glycoprotein 1 IgA Ab [Units/volume] in Serum	71	http://purl.obolibrary.org/obo/HP_0030112	Abnormal muscle fiber alpha dystroglycan	A deviation from normal of muscle alpha-dystroglcan expression. Alpha-dystroglycan is a heavily glycosylated peripheral-membrane component of the dystrophin-associated glycoprotein complex (DAPC), which, in addition to laminin alpha2, binds perlecan and agrin in the extracellular matrix, whereas beta-dystroglycan, derived from the same gene, is a transmembrane protein that links to dystrophin intracellularly.
Beta 2 glycoprotein 1 IgA Ab [Units/volume] in Serum	64	http://purl.obolibrary.org/obo/HP_0031208	Increased pituitary glycoprotein alpha subunit level	An increased concentration of circulating alpha polypeptide of glycoprotein hormones (Entrez Gene 1081). This alpha subunit is common to luteinizing hormone (LH) , follicle stimulating hormone (FSH) , thyroid stimulating hormone (TSH) and human chorionic gonadotropin (hCG), which are glycoprotein hormones composed of an identical alpha subunit together with a beta subunit that confers biological specificity. The alpha subunit is used as a marker for tumors that produce these hormones.
Beta 2 glycoprotein 1 IgA Ab [Units/volume] in Serum	64	http://purl.obolibrary.org/obo/HP_0030099	Reduced muscle fiber alpha dystroglycan	Immunohistochemistry reveals reduced alpha dystroglycan protein in the muscle biopsy. Alpha-dystroglycan is a heavily glycosylated peripheral-membrane component of the dystrophin-associated glycoprotein complex (DAPC), which, in addition to laminin alpha2, binds perlecan and agrin in the extracellular matrix, whereas beta-dystroglycan, derived from the same gene, is a transmembrane protein that links to dystrophin intracellularly.
Coxsackievirus B1 Ab [Units/volume] in Serum	90	http://purl.obolibrary.org/obo/HP_0040126	Abnormal vitamin B12 level	A deviation from the normal concentration of cobalamin (vitamin B12) in the blood. Vitamin B12 is one of the eight B vitamins.
Coxsackievirus B1 Ab [Units/volume] in Serum	70	http://purl.obolibrary.org/obo/HP_0004341	Abnormality of vitamin B12 metabolism	
Coxsackievirus B1 Ab [Units/volume] in Serum	70	http://purl.obolibrary.org/obo/NCIT_C3411	Thymoma	A neoplasm arising from the epithelial cells of the thymus.  Although thymomas are usually encapsulated tumors, they may invade the capsule and infiltrate the surrounding tissues or even metastasize to distant anatomic sites.  The following morphologic subtypes are currently recognized: type A, type B, type AB, metaplastic, micronodular, microscopic, and sclerosing thymoma.  Thymomas type B are further subdivided into types B1, B2, and B3. Thymoma type B3 usually has the most aggressive clinical course.
Coxsackievirus B1 Ab [Units/volume] in Serum	60	http://purl.obolibrary.org/obo/HP_0003145	Decreased adenosylcobalamin	Decreased concentration of adenosylcobalamin. Adenosylcobalamin is one of the active forms of vitamin B12.
Coxsackievirus B1 Ab [Units/volume] in Serum	60	http://purl.obolibrary.org/obo/HP_0003223	Decreased methylcobalamin	Decreased concentration of methylcobalamin. Methylcobalamin is a form of vitamin B12.
Trisomy 21 risk [Likelihood] in Fetus	85	http://purl.obolibrary.org/obo/HP_0011425	Fetal ultrasound soft marker	An finding upon obstetric ultrasound examination performed at around 16 to 20 weeks of gestation that is abnormal but not clearly identifiable as a fetal anatomic malformation or growth restriction. Such findings are known as soft markers since they are associated with increased risk for fetal aneuploidy or other disorders.
Trisomy 21 risk [Likelihood] in Fetus	65	http://purl.obolibrary.org/obo/NCIT_C7541	Retinoblastoma	A malignant tumor that originates in the nuclear layer of the retina. As the most common primary tumor of the eye in children, retinoblastoma is still relatively uncommon, accounting for only 1% of all malignant tumors in pediatric patients. Approximately 95% of cases are diagnosed before age 5. These tumors may be multifocal, bilateral, congenital, inherited, or acquired. Seventy-five percent of retinoblastomas are unilateral; 60% occur sporadically. A predisposition to retinoblastoma has been associated with 13q14 cytogenetic abnormalities. Patients with the inherited form also appear to be at increased risk for secondary nonocular malignancies such as osteosarcoma, malignant fibrous histiocytoma, and fibrosarcoma.
Trisomy 21 risk [Likelihood] in Fetus	65	http://purl.obolibrary.org/obo/NCIT_C3744	Fibroadenoma	A benign tumor of the breast characterized by the presence of stromal and epithelial elements. It presents as a painless, solitary, slow growing, firm, and mobile mass. It is the most common benign breast lesion. It usually occurs in women of childbearing age. The majority of fibroadenomas do not recur after complete excision. A slightly increased risk of developing cancer within fibroadenomas or in the breast tissue of patients previously treated for fibroadenomas has been reported.
